"Nombre","Puntuacion","Precio","fecha"
"Altafulla Mar Hotel","8,7","€ 114","20"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 112","20"
"Magnolia Hotel - Adults Only","8,4","€ 79","20"
"Sol Costa Daurada","7,9","€ 123","20"
"Hotel Salou Beach by Pierre & Vacances","7,9","€ 61","20"
"H10 Imperial Tarraco 4* Sup","8,9","€ 173","21"
"Tarraco Park Tarragona","7,9","€ 87","21"
"AC Hotel Tarragona by Marriott","8,4","€ 121","21"
"Hotel SB Ciutat de Tarragona","7,6","€ 126","21"
"Astari","8,3","€ 80","21"
"Hotel Lauria","7,7","€ 72","21"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 67","21"
"Hotel Canadá","8,0","€ 76","21"
"Nuria","8,1","€ 89","21"
"Hotel SB Express Tarragona","8,3","€ 100","21"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 171","21"
"Medplaya Hotel Calypso","7,7","€ 78","21"
"PortAventura Hotel PortAventura - Includes PortAventura Park Tickets","8,4","€ 166","21"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","21"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 171","21"
"Golden Port Salou & Spa","8,4","€ 138","21"
"Aparthotel SunClub Salou","8,0","€ 115","21"
"May Altafulla Beach Boutique Hotel","9,3","€ 135","21"
"Altafulla Mar Hotel","8,7","€ 124","21"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 122","21"
"4R Salou Park Resort I","7,0","€ 83","21"
"Hotel Salou Beach by Pierre & Vacances","7,9","€ 69","21"
"Ohtels Villa Dorada","7,7","€ 83","21"
"Santa Monica Playa","7,6","€ 59","21"
"Hotel Salou Sunset by Pierre & Vacances","7,4","€ 109","21"
"H10 Imperial Tarraco 4* Sup","8,9","€ 126","22"
"AC Hotel Tarragona by Marriott","8,4","€ 116","22"
"Tarraco Park Tarragona","7,9","€ 87","22"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","22"
"Hotel Lauria","7,7","€ 72","22"
"Hotel Canadá","8,0","€ 76","22"
"Astari","8,3","€ 90","22"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 130","22"
"Hotel SB Express Tarragona","8,3","€ 127","22"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 413","22"
"May Altafulla Beach Boutique Hotel","9,3","€ 145","22"
"Altafulla Mar Hotel","8,7","€ 134","22"
"4R Playa Park","8,1","€ 96","22"
"Brea's Hotel","8,4","€ 125","22"
"Regente Aragón Gastronómico","8,2","€ 263","22"
"Crisol Quality Reus","6,4","€ 81","22"
"Hotel Villamarina Club","6,7","€ 142","22"
"Augustus","8,0","€ 129","22"
"Hotel Reus Park","7,2","€ 70","22"
"Hotel Centre Reus","8,6","€ 90","22"
"Hotel Gaudi","7,1","€ 66","22"
"Mas Gallau","8,4","€ 113","22"
"Hotel Nueva Europa","6,9","€ 65","22"
"Crisol La Selva","7,6","€ 116","22"
"Mònica Hotel Boutique","9,1","€ 133","22"
"H10 Imperial Tarraco 4* Sup","8,9","€ 92","23"
"Tarraco Park Tarragona","7,9","€ 77","23"
"AC Hotel Tarragona by Marriott","8,4","€ 97","23"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","23"
"Astari","8,3","€ 70","23"
"Hotel Sant Jordi","8,6","€ 68","23"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 56","23"
"Hotel Lauria","7,7","€ 61","23"
"Nuria","8,1","€ 79","23"
"Hotel Canadá","8,0","€ 76","23"
"Hotel SB Express Tarragona","8,3","€ 73","23"
"Hotel Mas La Boella","9,1","€ 199","23"
"Palas Pineda","7,8","€ 68","23"
"Estival Park","8,0","€ 65","23"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 71","23"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 161","23"
"Golden Avenida Family Suites 4*","8,5","€ 70","23"
"Medplaya Hotel Calypso","7,7","€ 78","23"
"Hotel Raval de la Mar","8,2","€ 103","23"
"Ohtels Vil·la Romana","8,2","€ 122","23"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 201","23"
"Alannia Salou","8,1","€ 91","23"
"Aparthotel SunClub Salou","8,0","€ 93","23"
"May Altafulla Beach Boutique Hotel","9,3","€ 125","23"
"Altafulla Mar Hotel","8,7","€ 114","23"
"H10 Imperial Tarraco 4* Sup","8,9","€ 117","24"
"AC Hotel Tarragona by Marriott","8,4","€ 102","24"
"Tarraco Park Tarragona","7,9","€ 77","24"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","24"
"Hotel Lauria","7,7","€ 61","24"
"Astari","8,3","€ 70","24"
"Nuria","8,1","€ 79","24"
"Hotel Canadá","8,0","€ 76","24"
"Hotel Sant Jordi","8,6","€ 68","24"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 58","24"
"Hotel SB Express Tarragona","8,3","€ 73","24"
"Hotel Mas La Boella","9,1","€ 199","24"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 71","24"
"Palas Pineda","7,8","€ 68","24"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 171","24"
"Estival Park","8,0","€ 82","24"
"Mercure Atenea Aventura","8,0","€ 58","24"
"Medplaya Hotel Calypso","7,7","€ 78","24"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","24"
"Hotel Raval de la Mar","8,2","€ 68","24"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 191","24"
"Aparthotel SunClub Salou","8,0","€ 93","24"
"Ohtels Vil·la Romana","8,2","€ 77","24"
"Golden Avenida Family Suites 4*","8,5","€ 70","24"
"Alannia Salou","8,1","€ 91","24"
"H10 Imperial Tarraco 4* Sup","8,9","€ 117","25"
"Tarraco Park Tarragona","7,9","€ 77","25"
"AC Hotel Tarragona by Marriott","8,4","€ 102","25"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","25"
"Astari","8,3","€ 80","25"
"Hotel Sant Jordi","8,6","€ 68","25"
"Hotel Lauria","7,7","€ 61","25"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 58","25"
"Nuria","8,1","€ 79","25"
"Hotel Canadá","8,0","€ 76","25"
"Hotel SB Express Tarragona","8,3","€ 73","25"
"Hotel Mas La Boella","9,1","€ 199","25"
"Palas Pineda","7,8","€ 68","25"
"Estival Park","8,0","€ 82","25"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 71","25"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 191","25"
"Hotel Raval de la Mar","8,2","€ 68","25"
"Mercure Atenea Aventura","8,0","€ 58","25"
"Ohtels Vil·la Romana","8,2","€ 77","25"
"Medplaya Hotel Calypso","7,7","€ 69","25"
"Golden Avenida Family Suites 4*","8,5","€ 70","25"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","25"
"Aparthotel SunClub Salou","8,0","€ 73","25"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 191","25"
"Alannia Salou","8,1","€ 91","25"
"H10 Imperial Tarraco 4* Sup","8,9","€ 117","26"
"AC Hotel Tarragona by Marriott","8,4","€ 102","26"
"Tarraco Park Tarragona","7,9","€ 77","26"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","26"
"Hotel Lauria","7,7","€ 61","26"
"Nuria","8,1","€ 79","26"
"Hotel Canadá","8,0","€ 76","26"
"Astari","8,3","€ 80","26"
"Hotel Sant Jordi","8,6","€ 68","26"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 58","26"
"Hotel SB Express Tarragona","8,3","€ 73","26"
"Hotel Mas La Boella","9,1","€ 199","26"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 71","26"
"Palas Pineda","7,8","€ 68","26"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 171","26"
"Hotel-Aparthotel Dorada Palace","8,4","€ 63","26"
"Mercure Atenea Aventura","8,0","€ 58","26"
"Medplaya Hotel Calypso","7,7","€ 69","26"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","26"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 161","26"
"Aparthotel SunClub Salou","8,0","€ 73","26"
"Hotel Raval de la Mar","8,2","€ 68","26"
"Ohtels Vil·la Romana","8,2","€ 77","26"
"Golden Avenida Family Suites 4*","8,5","€ 70","26"
"Alannia Salou","8,1","€ 91","26"
"AC Hotel Tarragona by Marriott","8,4","€ 97","27"
"H10 Imperial Tarraco 4* Sup","8,9","€ 117","27"
"Tarraco Park Tarragona","7,9","€ 77","27"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","27"
"Hotel Lauria","7,7","€ 61","27"
"Astari","8,3","€ 70","27"
"Nuria","8,1","€ 79","27"
"Hotel Canadá","8,0","€ 76","27"
"Hotel Sant Jordi","8,6","€ 68","27"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 61","27"
"Hotel SB Express Tarragona","8,3","€ 73","27"
"Hotel Mas La Boella","9,1","€ 199","27"
"Estival Park","8,0","€ 51","27"
"Palas Pineda","7,8","€ 68","27"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 171","27"
"Hotel-Aparthotel Dorada Palace","8,4","€ 63","27"
"Mercure Atenea Aventura","8,0","€ 58","27"
"Medplaya Hotel Calypso","7,7","€ 69","27"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","27"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 161","27"
"Hotel Raval de la Mar","8,2","€ 68","27"
"Ohtels Vil·la Romana","8,2","€ 77","27"
"Aparthotel SunClub Salou","8,0","€ 73","27"
"Alannia Salou","8,1","€ 91","27"
"Hotel Best Da Vinci","8,2","€ 60","27"
"H10 Imperial Tarraco 4* Sup","8,9","€ 100","28"
"AC Hotel Tarragona by Marriott","8,4","€ 77","28"
"Tarraco Park Tarragona","7,9","€ 77","28"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","28"
"Hotel Lauria","7,7","€ 66","28"
"Nuria","8,1","€ 79","28"
"Hotel Canadá","8,0","€ 76","28"
"Astari","8,3","€ 80","28"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 65","28"
"Hotel SB Express Tarragona","8,3","€ 73","28"
"Hotel Mas La Boella","9,1","€ 208","28"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 161","28"
"Hotel-Aparthotel Dorada Palace","8,4","€ 63","28"
"Mercure Atenea Aventura","8,0","€ 58","28"
"PortAventura Hotel PortAventura - Includes PortAventura Park Tickets","8,4","€ 161","28"
"Medplaya Hotel Calypso","7,7","€ 84","28"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 153","28"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 181","28"
"Aparthotel SunClub Salou","8,0","€ 80","28"
"Hotel Raval de la Mar","8,2","€ 91","28"
"Sol Costa Daurada","7,9","€ 71","28"
"Hotel Best Da Vinci","8,2","€ 66","28"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 122","28"
"May Altafulla Beach Boutique Hotel","9,3","€ 135","28"
"Magnolia Hotel - Adults Only","8,4","€ 92","28"
"H10 Imperial Tarraco 4* Sup","8,9","€ 100","29"
"AC Hotel Tarragona by Marriott","8,4","€ 77","29"
"Tarraco Park Tarragona","7,9","€ 77","29"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","29"
"Hotel Lauria","7,7","€ 66","29"
"Hotel Canadá","8,0","€ 76","29"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 81","29"
"Hotel SB Express Tarragona","8,3","€ 82","29"
"Hotel Mas La Boella","9,1","€ 208","29"
"Aparthotel SunClub Salou","8,0","€ 98","29"
"Hotel Raval de la Mar","8,2","€ 91","29"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 138","29"
"May Altafulla Beach Boutique Hotel","9,3","€ 145","29"
"Magnolia Hotel - Adults Only","8,4","€ 102","29"
"Altafulla Mar Hotel","8,7","€ 134","29"
"Hotel Salou Sunset by Pierre & Vacances","7,4","€ 109","29"
"Blaumar Hotel","8,7","€ 84","29"
"Brea's Hotel","8,4","€ 94","29"
"Crisol Quality Reus","6,4","€ 71","29"
"Hotel Villamarina Club","6,7","€ 142","29"
"NH Ciutat de Reus","8,1","€ 74","29"
"Augustus","8,0","€ 85","29"
"Hotel Reus Park","7,2","€ 70","29"
"Hotel Centre Reus","8,6","€ 90","29"
"Hotel Gaudi","7,1","€ 76","29"
"AC Hotel Tarragona by Marriott","8,4","€ 77","30"
"H10 Imperial Tarraco 4* Sup","8,9","€ 100","30"
"Tarraco Park Tarragona","7,9","€ 77","30"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","30"
"Astari","8,3","€ 80","30"
"Hotel Canadá","8,0","€ 76","30"
"Nuria","8,1","€ 79","30"
"Hotel Lauria","7,7","€ 66","30"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 65","30"
"Hotel SB Express Tarragona","8,3","€ 73","30"
"Hotel Mas La Boella","9,1","€ 199","30"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 88","30"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 271","30"
"Mercure Atenea Aventura","8,0","€ 58","30"
"Medplaya Hotel Calypso","7,7","€ 93","30"
"Hotel Raval de la Mar","8,2","€ 91","30"
"Aparthotel SunClub Salou","8,0","€ 98","30"
"PortAventura Hotel PortAventura - Includes PortAventura Park Tickets","8,4","€ 271","30"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 291","30"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 263","30"
"PortAventura Hotel Caribe - Includes PortAventura Park Tickets","7,7","€ 258","30"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 132","30"
"Magnolia Hotel - Adults Only","8,4","€ 79","30"
"May Altafulla Beach Boutique Hotel","9,3","€ 145","30"
"4R Playa Park","8,1","€ 81","30"
"AC Hotel Tarragona by Marriott","8,4","€ 77","31"
"H10 Imperial Tarraco 4* Sup","8,9","€ 105","31"
"Tarraco Park Tarragona","7,9","€ 77","31"
"Hotel SB Ciutat de Tarragona","7,6","€ 91","31"
"Hotel Lauria","7,7","€ 66","31"
"Astari","8,3","€ 80","31"
"Hotel Canadá","8,0","€ 76","31"
"Nuria","8,1","€ 79","31"
"Hotel Sant Jordi","8,6","€ 75","31"
"B&B Hotel Tarragona Centro Urbis","8,1","€ 67","31"
"Hotel SB Express Tarragona","8,3","€ 73","31"
"Hotel Mas La Boella","9,1","€ 199","31"
"Golden Costa Salou - Adults Only 4* Sup","9,0","€ 88","31"
"PortAventura Hotel Gold River - Includes PortAventura Park Tickets","8,4","€ 348","31"
"Mercure Atenea Aventura","8,0","€ 58","31"
"Medplaya Hotel Calypso","7,7","€ 93","31"
"Ohtels Vil·la Romana","8,2","€ 85","31"
"Hotel Raval de la Mar","8,2","€ 91","31"
"Aparthotel SunClub Salou","8,0","€ 110","31"
"PortAventura Hotel El Paso - Includes PortAventura Park Tickets","8,0","€ 253","31"
"PortAventura Hotel Caribe - Includes PortAventura Park Tickets","7,7","€ 248","31"
"Golden Port Salou & Spa","8,4","€ 123","31"
"PortAventura Hotel Colorado Creek - Includes PortAventura Park Tickets","8,8","€ 271","31"
"PortAventura Hotel PortAventura - Includes PortAventura Park Tickets","8,4","€ 276","31"
"Hotel Gran Claustre Restaurant & Spa","8,1","€ 132","31"
